0.000, 0.0000000, 0.0004265, 0.0000003, 0.0028549
0.010, 0.0000010, 0.0004075, 0.0000003, 0.0028355
0.020, 0.0000033, 0.0003898, 0.0000003, 0.0028161
0.030, 0.0000069, 0.0003731, 0.0000004, 0.0027967
0.040, 0.0000117, 0.0003576, 0.0000004, 0.0027773
0.050, 0.0000176, 0.0003431, 0.0000005, 0.0027578
0.060, 0.0000246, 0.0003297, 0.0000005, 0.0027384
0.070, 0.0000325, 0.0003172, 0.0000007, 0.0027189
0.080, 0.0000415, 0.0003055, 0.0000008, 0.0026994
0.090, 0.0000512, 0.0002946, 0.0000009, 0.0026799
0.100, 0.0000617, 0.0002844, 0.0000011, 0.0026603
0.110, 0.0000729, 0.0002748, 0.0000012, 0.0026408
0.120, 0.0000846, 0.0002658, 0.0000014, 0.0026214
0.130, 0.0000970, 0.0002574, 0.0000015, 0.0026018
0.140, 0.0001099, 0.0002493, 0.0000018, 0.0025823
0.150, 0.0001231, 0.0002417, 0.0000020, 0.0025627
0.160, 0.0001369, 0.0002345, 0.0000023, 0.0025430
0.170, 0.0001511, 0.0002277, 0.0000025, 0.0025235
0.180, 0.0001657, 0.0002211, 0.0000027, 0.0025039
0.190, 0.0001806, 0.0002149, 0.0000032, 0.0024843
0.200, 0.0001959, 0.0002089, 0.0000034, 0.0024646
0.210, 0.0002114, 0.0002032, 0.0000037, 0.0024450
0.220, 0.0002271, 0.0001978, 0.0000041, 0.0024254
0.230, 0.0002432, 0.0001925, 0.0000044, 0.0024058
0.240, 0.0002596, 0.0001875, 0.0000048, 0.0023861
0.250, 0.0002761, 0.0001826, 0.0000052, 0.0023665
0.260, 0.0002930, 0.0001779, 0.0000056, 0.0023468
0.270, 0.0003099, 0.0001734, 0.0000060, 0.0023271
0.280, 0.0003271, 0.0001691, 0.0000064, 0.0023075
0.290, 0.0003445, 0.0001649, 0.0000069, 0.0022878
0.300, 0.0003622, 0.0001608, 0.0000074, 0.0022681
0.310, 0.0003799, 0.0001569, 0.0000079, 0.0022484
0.320, 0.0003979, 0.0001531, 0.0000084, 0.0022287
0.330, 0.0004159, 0.0001494, 0.0000089, 0.0022089
0.340, 0.0004342, 0.0001457, 0.0000095, 0.0021892
0.350, 0.0004526, 0.0001422, 0.0000101, 0.0021694
0.360, 0.0004713, 0.0001388, 0.0000107, 0.0021497
0.370, 0.0004899, 0.0001355, 0.0000113, 0.0021300
0.380, 0.0005088, 0.0001324, 0.0000119, 0.0021101
0.390, 0.0005278, 0.0001292, 0.0000125, 0.0020904
0.400, 0.0005469, 0.0001261, 0.0000132, 0.0020705
0.410, 0.0005662, 0.0001231, 0.0000139, 0.0020507
0.420, 0.0005856, 0.0001203, 0.0000147, 0.0020308
0.430, 0.0006050, 0.0001174, 0.0000154, 0.0020111
0.440, 0.0006247, 0.0001147, 0.0000162, 0.0019912
0.450, 0.0006444, 0.0001120, 0.0000169, 0.0019713
0.460, 0.0006644, 0.0001093, 0.0000177, 0.0019515
0.470, 0.0006843, 0.0001068, 0.0000185, 0.0019315
0.480, 0.0007044, 0.0001042, 0.0000194, 0.0019116
0.490, 0.0007246, 0.0001017, 0.0000202, 0.0018917
0.500, 0.0007449, 0.0000994, 0.0000211, 0.0018718
0.510, 0.0007653, 0.0000970, 0.0000221, 0.0018517
0.520, 0.0007858, 0.0000947, 0.0000229, 0.0018318
0.530, 0.0008064, 0.0000924, 0.0000239, 0.0018118
0.540, 0.0008272, 0.0000902, 0.0000249, 0.0017918
0.550, 0.0008480, 0.0000881, 0.0000259, 0.0017717
0.560, 0.0008690, 0.0000859, 0.0000269, 0.0017517
0.570, 0.0008900, 0.0000839, 0.0000280, 0.0017318
0.580, 0.0009112, 0.0000818, 0.0000291, 0.0017116
0.590, 0.0009324, 0.0000799, 0.0000302, 0.0016916
0.600, 0.0009538, 0.0000778, 0.0000314, 0.0016715
0.610, 0.0009753, 0.0000760, 0.0000325, 0.0016514
0.620, 0.0009969, 0.0000741, 0.0000337, 0.0016313
0.630, 0.0010186, 0.0000722, 0.0000350, 0.0016112
0.640, 0.0010403, 0.0000705, 0.0000362, 0.0015910
0.650, 0.0010622, 0.0000686, 0.0000374, 0.0015708
0.660, 0.0010843, 0.0000670, 0.0000389, 0.0015507
0.670, 0.0011063, 0.0000652, 0.0000401, 0.0015305
0.680, 0.0011286, 0.0000635, 0.0000415, 0.0015103
0.690, 0.0011508, 0.0000619, 0.0000430, 0.0014901
0.700, 0.0011733, 0.0000603, 0.0000443, 0.0014699
0.710, 0.0011958, 0.0000587, 0.0000460, 0.0014496
0.720, 0.0012185, 0.0000571, 0.0000474, 0.0014293
0.730, 0.0012413, 0.0000556, 0.0000490, 0.0014091
0.740, 0.0012642, 0.0000541, 0.0000505, 0.0013888
0.750, 0.0012871, 0.0000527, 0.0000522, 0.0013686
0.760, 0.0013102, 0.0000512, 0.0000539, 0.0013483
0.770, 0.0013335, 0.0000498, 0.0000556, 0.0013280
0.780, 0.0013568, 0.0000485, 0.0000574, 0.0013077
0.790, 0.0013804, 0.0000470, 0.0000592, 0.0012874
0.800, 0.0014039, 0.0000457, 0.0000611, 0.0012670
0.810, 0.0014277, 0.0000443, 0.0000629, 0.0012467
0.820, 0.0014516, 0.0000431, 0.0000648, 0.0012263
0.830, 0.0014756, 0.0000418, 0.0000669, 0.0012059
0.840, 0.0014997, 0.0000406, 0.0000689, 0.0011855
0.850, 0.0015240, 0.0000393, 0.0000710, 0.0011652
0.860, 0.0015484, 0.0000381, 0.0000731, 0.0011446
0.870, 0.0015731, 0.0000370, 0.0000753, 0.0011243
0.880, 0.0015978, 0.0000358, 0.0000777, 0.0011038
0.890, 0.0016226, 0.0000347, 0.0000800, 0.0010834
0.900, 0.0016477, 0.0000336, 0.0000824, 0.0010629
0.910, 0.0016729, 0.0000325, 0.0000848, 0.0010425
0.920, 0.0016983, 0.0000314, 0.0000874, 0.0010219
0.930, 0.0017237, 0.0000303, 0.0000899, 0.0010014
0.940, 0.0017495, 0.0000293, 0.0000926, 0.0009809
0.950, 0.0017753, 0.0000283, 0.0000953, 0.0009604
0.960, 0.0018013, 0.0000273, 0.0000982, 0.0009399
0.970, 0.0018274, 0.0000263, 0.0001010, 0.0009193
0.980, 0.0018538, 0.0000254, 0.0001040, 0.0008987
0.990, 0.0018802, 0.0000244, 0.0001071, 0.0008782
1.000, 0.0019069, 0.0000235, 0.0001102, 0.0008576
1.010, 0.0019338, 0.0000226, 0.0001135, 0.0008370
1.020, 0.0019608, 0.0000218, 0.0001168, 0.0008166
1.030, 0.0019880, 0.0000209, 0.0001202, 0.0007960
1.040, 0.0020154, 0.0000200, 0.0001238, 0.0007754
1.050, 0.0020429, 0.0000192, 0.0001274, 0.0007548
1.060, 0.0020707, 0.0000185, 0.0001312, 0.0007344
1.070, 0.0020987, 0.0000176, 0.0001351, 0.0007138
1.080, 0.0021268, 0.0000169, 0.0001391, 0.0006933
1.090, 0.0021551, 0.0000162, 0.0001432, 0.0006728
1.100, 0.0021836, 0.0000154, 0.0001475, 0.0006524
1.110, 0.0022124, 0.0000147, 0.0001519, 0.0006320
1.120, 0.0022413, 0.0000139, 0.0001565, 0.0006116
1.130, 0.0022705, 0.0000133, 0.0001612, 0.0005912
1.140, 0.0022998, 0.0000126, 0.0001661, 0.0005709
1.150, 0.0023292, 0.0000120, 0.0001712, 0.0005505
1.160, 0.0023590, 0.0000113, 0.0001765, 0.0005303
1.170, 0.0023890, 0.0000107, 0.0001819, 0.0005100
1.180, 0.0024191, 0.0000101, 0.0001876, 0.0004898
1.190, 0.0024496, 0.0000096, 0.0001934, 0.0004697
1.200, 0.0024802, 0.0000091, 0.0001996, 0.0004496
1.210, 0.0025110, 0.0000085, 0.0002060, 0.0004296
1.220, 0.0025422, 0.0000079, 0.0002126, 0.0004097
1.230, 0.0025735, 0.0000075, 0.0002195, 0.0003898
1.240, 0.0026052, 0.0000069, 0.0002269, 0.0003700
1.250, 0.0026371, 0.0000064, 0.0002344, 0.0003504
1.260, 0.0026693, 0.0000060, 0.0002424, 0.0003308
1.270, 0.0027019, 0.0000055, 0.0002506, 0.0003113
1.280, 0.0027346, 0.0000052, 0.0002594, 0.0002921
1.290, 0.0027677, 0.0000047, 0.0002686, 0.0002729
1.300, 0.0028011, 0.0000044, 0.0002783, 0.0002540
1.310, 0.0028349, 0.0000040, 0.0002884, 0.0002353
1.320, 0.0028690, 0.0000036, 0.0002992, 0.0002168
1.330, 0.0029034, 0.0000032, 0.0003107, 0.0001987
1.340, 0.0029382, 0.0000030, 0.0003229, 0.0001809
1.350, 0.0029734, 0.0000027, 0.0003358, 0.0001634
1.360, 0.0030088, 0.0000024, 0.0003495, 0.0001464
1.370, 0.0030447, 0.0000021, 0.0003642, 0.0001299
1.380, 0.0030809, 0.0000018, 0.0003799, 0.0001138
1.390, 0.0031176, 0.0000015, 0.0003967, 0.0000984
1.400, 0.0031546, 0.0000014, 0.0004147, 0.0000837
1.410, 0.0031921, 0.0000012, 0.0004343, 0.0000697
1.420, 0.0032300, 0.0000010, 0.0004553, 0.0000566
1.430, 0.0032684, 0.0000008, 0.0004782, 0.0000446
1.440, 0.0033072, 0.0000007, 0.0005030, 0.0000337
1.450, 0.0033465, 0.0000007, 0.0005299, 0.0000241
1.460, 0.0033861, 0.0000005, 0.0005593, 0.0000160
1.470, 0.0034264, 0.0000005, 0.0005912, 0.0000093
1.480, 0.0034672, 0.0000004, 0.0006260, 0.0000044
1.490, 0.0035086, 0.0000004, 0.0006638, 0.0000013
1.500, 0.0035505, 0.0000004, 0.0007048, 0.0000001
